Company Random #,Sales Rep Random #,Contacts Full Name,Title,Company,Company Headcount,Industry,Company Website,Sales Representative
471,29,Carolann Fullicks,Technical Writer,"Connecticut Water Service, Inc.",10000+,Water Supply,www.connecticut.com,Aline Vincent
983,19,Minna Scally,Compensation Analyst,LiNiu Technology Group,10000+,Services-Misc. Amusement & Recreation,www.liniu.com,Hasad Conrad
143,84,Ileana Heaney`,Marketing Manager,Pioneer Municipal High Income Advantage Trust,1001-5000,Holdings,www.pioneer.com,Tasha Baxter
145,62,Shena Brake,Assistant Manager,EPR Properties,501-1000,Holdings,www.epr.com,Alexander Barlow
341,67,Antonina McPhaden,Dental Hygienist,Diamondrock Hospitality Company,10000+,Real Estate Investment Trusts,www.diamondrock.com,Velma Eaton
400,60,Cliff Pach,Associate Professor,ContraFect Corporation,501-1000,Major Pharmaceuticals,www.contrafect.com,Scott Camacho
691,56,Krishna Deinhardt,Professor,Centene Corporation,10000+,Medical Specialities,www.centene.com,Hayley Munoz
460,28,Chev Fruser,Product Engineer,"Merrill Lynch Depositor, Inc.",501-1000,Finance: Consumer Services,www.merrill.com,Thomas Kidd
418,68,Sherlocke Reuven,Software Consultant,Realty Income Corporation,1001-5000,Real Estate Investment Trusts,www.realty.com,Libby Lyons
74,72,Neill Creber,Assistant Professor,"Synthetic Fixed-Income Securities, Inc.",201-500,Finance: Consumer Services,www.synthetic.com,Stone Dotson
183,85,Hendrick Ivchenko,Senior Editor,Cantel Medical Corp.,201-500,Medical/Dental Instruments,www.cantel.com,Ria Gilbert
400,49,Stephie Camillo,Safety Technician III,ContraFect Corporation,501-1000,Major Pharmaceuticals,www.contrafect.com,Troy Workman
730,38,Maurie Ernshaw,Librarian,Peoples Financial Services Corp. ,1001-5000,Major Banks,www.peoples.com,Colleen Harper
533,53,Skipton Featley,Speech Pathologist,"Neurocrine Biosciences, Inc.",1001-5000,Biotechnology: Biological Products (No Diagnostic Substances),www.neurocrine.com,Mona Mccormick
266,68,Ivette Tuffs,Physical Therapy Assistant,"Cogent Communications Holdings, Inc.",10000+,Telecommunications Equipment,www.cogent.com,Libby Lyons
188,62,Eolande Marrow,Paralegal,Nuveen Global High Income Fund,10000+,Holdings,www.nuveen.com,Alexander Barlow
758,54,Iorgos Vaneev,Internal Auditor,"Summit Financial Group, Inc.",501-1000,Major Banks,www.summit.com,Eve Mccarty
329,10,Noemi Kingwell,Professor,"Forward Industries, Inc.",501-1000,Plastic Products,www.forward.com,Seth Rosario
364,93,Farley Serjent,Web Designer II,Crane Company,501-1000,Metal Fabrications,www.crane.com,Giselle Dejesus
624,44,Tailor Degenhardt,Assistant Professor,"Walgreens Boots Alliance, Inc.",1001-5000,Medical/Nursing Services,www.walgreens.com,Lani Solomon
887,89,Chrotoem Burnard,Administrative Assistant II,Infosys Limited,1001-5000,EDP Services,www.infosys.com,Jack Mccarthy
475,11,Kimberley Medley,Financial Advisor,Eclipse Resources Corporation,201-500,Oil & Gas Production,www.eclipse.com,Aline Larsen
565,52,Ellynn Harriot,Director of Sales,Cerner Corporation,201-500,EDP Services,www.cerner.com,Daphne Lindsey
5,70,Cassey Nelle,Office Assistant IV,"Transcontinental Realty Investors, Inc.",10000+,Real Estate Investment Trusts,www.transcontinental.com,Tucker Horn
688,26,Gayleen Geely,Project Manager,"Northwest Bancshares, Inc.",501-1000,Major Banks,www.northwest.com,Sacha Osborn
598,45,Witty Duns,Financial Analyst,"DHT Holdings, Inc.",201-500,Marine Transportation,www.dht.com,Ethan Odom
613,60,Olga Weinberg,Editor,ZIOPHARM Oncology Inc,1001-5000,Major Pharmaceuticals,www.ziopharm.com,Scott Camacho
184,26,Ros Millard,Senior Editor,"THL Credit, Inc.",10000+,Holdings,www.thl.com,Sacha Osborn
262,9,Rollo Jozsef,Dental Hygienist,Navios Maritime Partners LP,10000+,Marine Transportation,www.navios.com,Louis Yates
107,10,Michael Goucher,Budget/Accounting Analyst IV,BLDRS Emerging Markets 50 ADR Index Fund,201-500,Holdings,www.bldrs.com,Seth Rosario
862,18,Aurlie Bute,Developer I,Blackrock Global,1001-5000,Holdings,www.blackrock.com,Porter Conway
331,15,Troy Taft,Programmer Analyst III,Talend S.A.,1001-5000,Computer Software: Prepackaged Software,www.talend.com,Clayton Reid
81,68,Simon Millership,Junior Executive,RELX N.V.,201-500,Publishing,www.relx.com,Libby Lyons
326,81,Ermanno Corpe,Software Test Engineer II,Gladstone Land Corporation,501-1000,Real Estate Investment Trusts,www.gladstone.com,Solomon Matthews
24,30,Callida Kelcey,Software Engineer III,"Bottomline Technologies, Inc.",10000+,Computer Software: Prepackaged Software,www.bottomline.com,Perry Poole
902,50,Hilly Jurgensen,Staff Accountant IV,Mackinac Financial Corporation,201-500,Major Banks,www.mackinac.com,Basia Russo
5,33,Trev Janouch,Cost Accountant,"Transcontinental Realty Investors, Inc.",10000+,Real Estate Investment Trusts,www.transcontinental.com,Chester Payne
86,68,Hulda Senecaut,Pharmacist,"PCM, Inc.",1001-5000,Catalog/Specialty Distribution,"www.pcm,.com",Libby Lyons
484,96,Kerstin MacGhee,Pharmacist,"Synacor, Inc.",10000+,"Computer Software: Programming, Data Processing","www.synacor,.com",Joy Valencia
27,73,Harlan Goodale,Information Systems Manager,Novadaq Technologies Inc,10000+,Biotechnology: Electromedical & Electrotherapeutic Apparatus,www.novadaq.com,Lysandra Whitfield
491,30,Cirstoforo Raubenheim,Health Coach IV,"Vera Bradley, Inc.",1001-5000,Apparel,www.vera.com,Perry Poole
806,64,Alvis Caren,Software Engineer I,"Meridian Waste Solutions, Inc",1001-5000,Miscellaneous,www.meridian.com,Rama Frye
41,84,Adiana Latus,Assistant Media Planner,"Covenant Transportation Group, Inc.",10000+,Trucking Freight/Courier Services,www.covenant.com,Tasha Baxter
214,47,Malissa Haining,Research Associate,"Carbo Ceramics, Inc.",201-500,Industrial Machinery/Components,www.carbo.com,Ursa Singleton
327,24,Juliane Barkway,Recruiting Manager,IRSA Inversiones Y Representaciones S.A.,501-1000,Homebuilding,www.irsa.com,Ava Osborne
529,21,Caroljean Iacovucci,Database Administrator IV,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,201-500,Holdings,www.powershares.com,Vernon Dejesus
860,46,Savina Dunn,Senior Cost Accountant,"Global Ship Lease, Inc.",201-500,Holdings,www.global.com,Camille Ortega
786,94,Brittney Dickerson,Account Coordinator,"Integrated Device Technology, Inc.",501-1000,Semiconductors,www.integrated.com,Adam Burch
709,69,Wendeline Thunders,Staff Scientist,Kennametal Inc.,1001-5000,Industrial Machinery/Components,www.kennametal.com,Jack Francis
591,36,Leonid Kluge,Software Consultant,Ternium S.A.,10000+,Steel/Iron Ore,www.ternium.com,Stuart Riley
746,37,Earvin McCullough,Data Coordiator,ClearBridge Large Cap Growth ESG ETF,501-1000,Holdings,www.clearbridge.com,Yvette Anderson
862,20,Mike Ricciardello,Systems Administrator I,Blackrock Global,1001-5000,Holdings,www.blackrock.com,Orson Santos
593,98,Christye Press,Occupational Therapist,"RadNet, Inc.",1001-5000,Medical Specialities,"www.radnet,.com",Maryam Mann
41,78,Avrom Gary,Graphic Designer,"Covenant Transportation Group, Inc.",10000+,Trucking Freight/Courier Services,www.covenant.com,Audrey Landry
207,26,Keefe Skehens,Executive Secretary,Ashford Hospitality Trust Inc,1001-5000,Real Estate Investment Trusts,www.ashford.com,Sacha Osborn
572,35,Madelon O'Gorman,Account Executive,Opus Bank,10000+,Holdings,www.opus.com,Ray Patton
46,92,Sammy Galletley,Chief Design Engineer,General Electric Capital Corporation,201-500,Consumer Electronics/Appliances,www.general.com,Basil Leach
344,82,Ewen Mulrooney,Environmental Tech,"Nova Lifestyle, Inc",10000+,Home Furnishings,www.nova.com,Rudyard Harrison
976,97,Page Jonin,Senior Developer,"Real Goods Solar, Inc.",501-1000,Engineering & Construction,www.real.com,Neil Garrett
67,50,Maxie Titcombe,Professor,"Southcross Energy Partners, L.P.",10000+,Natural Gas Distribution,www.southcross.com,Basia Russo
394,82,Cora Taberner,Graphic Designer,Texas Pacific Land Trust,10000+,Oil & Gas Production,www.texas.com,Rudyard Harrison
196,53,Damon Posse,Senior Developer,Yirendai Ltd.,501-1000,Finance: Consumer Services,www.yirendai.com,Mona Mccormick
648,56,Fernanda Cornish,Analyst Programmer,"Mid-America Apartment Communities, Inc.",201-500,Holdings,www.mid-america.com,Hayley Munoz
66,38,Phillie Magister,Systems Administrator II,ProQR Therapeutics N.V.,501-1000,Major Pharmaceuticals,www.proqr.com,Colleen Harper
760,34,Isidro Linfield,Payment Adjustment Coordinator,"Iconix Brand Group, Inc.",201-500,Shoe Manufacturing,www.iconix.com,Dolan Merrill
867,82,Dyann Robrose,Accountant IV,"Merrill Lynch & Co., Inc.",1001-5000,Holdings,www.merrill.com,Rudyard Harrison
410,70,Orson MacTerrelly,Cost Accountant,WAVE Life Sciences Ltd.,10000+,Major Pharmaceuticals,www.wave.com,Tucker Horn
963,89,Osbourn Hylands,Automation Specialist IV,Pacific Special Acquisition Corp.,1001-5000,Business Services,www.pacific.com,Jack Mccarthy
331,51,Shirleen Attewill,Geologist IV,Talend S.A.,1001-5000,Computer Software: Prepackaged Software,www.talend.com,Iliana Weiss
862,88,Leontine Pretorius,Office Assistant I,Blackrock Global,1001-5000,Holdings,www.blackrock.com,Rhona Gross
804,12,Hallsy Melmore,Assistant Manager,"Cidara Therapeutics, Inc.",501-1000,Biotechnology: Biological Products (No Diagnostic Substances),www.cidara.com,Naomi Livingston
137,60,Anson Groarty,Senior Financial Analyst,Exa Corporation,10000+,Computer Software: Prepackaged Software,www.exa.com,Scott Camacho
957,26,Mirilla O' Driscoll,Tax Accountant,"Bloomin&#39; Brands, Inc.",201-500,Restaurants,www.bloomin&#39;.com,Sacha Osborn
56,2,Kippy Percifer,Social Worker,"A10 Networks, Inc.",10000+,Computer Communications Equipment,www.a10.com,Samuel Acosta
348,86,Mikel McClaurie,Media Manager III,"Uni-Pixel, Inc.",501-1000,Industrial Machinery/Components,"www.uni-pixel,.com",Nyssa King
97,48,Petronia Filippov,Junior Executive,"DHT Holdings, Inc.",1001-5000,Marine Transportation,www.dht.com,Jolie Nash
793,28,Tobit Spinozzi,Payment Adjustment Coordinator,"Just Energy Group, Inc.",201-500,Oil/Gas Transmission,www.just.com,Thomas Kidd
342,72,Raychel Penburton,Research Assistant IV,Valley National Bancorp,201-500,Major Banks,www.valley.com,Stone Dotson
732,53,Rickard Shearmer,Graphic Designer,"Legg Mason, Inc.",501-1000,Investment Managers,www.legg.com,Mona Mccormick
185,1,Daniele Trotter,Senior Sales Associate,Granite Real Estate Inc.,1001-5000,Holdings,www.granite.com,Bianca Cardenas
599,43,Burr Simison,Associate Professor,Xcerra Corporation,10000+,Electrical Products,www.xcerra.com,Fritz Rodgers
304,32,Tiena Grishanov,Administrative Assistant IV,"Raymond James Financial, Inc.",501-1000,Investment Bankers/Brokers/Service,www.raymond.com,Gretchen Montgomery
160,66,Trudy Leatt,Financial Analyst,"Liberty All-Star Growth Fund, Inc.",1001-5000,Holdings,www.liberty.com,Jacob Dorsey
521,92,Stacie Juggins,Tax Accountant,"Coherus BioSciences, Inc.",201-500,Biotechnology: Biological Products (No Diagnostic Substances),www.coherus.com,Basil Leach
874,35,Gabi Longea,Food Chemist,"Expeditors International of Washington, Inc.",501-1000,Oil Refining/Marketing,www.expeditors.com,Ray Patton
255,69,Veriee Mence,Sales Representative,AmeriServ Financial Inc.,501-1000,Major Banks,www.ameriserv.com,Jack Francis
972,95,Auguste Kidney,Automation Specialist III,Fifth Third Bancorp,1001-5000,Major Banks,www.fifth.com,Penelope Bolton
678,51,Birk Pontin,Programmer III,Scorpio Tankers Inc.,201-500,Marine Transportation,www.scorpio.com,Iliana Weiss
543,36,Trudey Bowcher,Office Assistant I,MGIC Investment Corporation,201-500,Property-Casualty Insurers,www.mgic.com,Stuart Riley
936,90,Phillis Skrine,Office Assistant III,"Aberdeen Singapore Fund, Inc.",201-500,Holdings,www.aberdeen.com,Josiah Olson
787,60,Jackson Coudray,Office Assistant III,Blackrock Capital and Income Strategies Fund Inc,10000+,Holdings,www.blackrock.com,Scott Camacho
320,83,Melisenda Tincombe,Staff Scientist,Concho Resources Inc.,201-500,Oil & Gas Production,www.concho.com,Kaseem James
954,18,Itch Lyste,Analyst Programmer,VictoryShares Dividend Accelerator ETF,1001-5000,Holdings,www.victoryshares.com,Porter Conway
818,21,Nance Rodliff,Senior Editor,Deluxe Corporation,1001-5000,Publishing,www.deluxe.com,Vernon Dejesus
244,2,Alexandros Coughlin,Financial Analyst,"Republic First Bancorp, Inc.",501-1000,Major Banks,www.republic.com,Samuel Acosta
339,34,Drusilla Da Costa,Nurse,Huntington Bancshares Incorporated,501-1000,Major Banks,www.huntington.com,Dolan Merrill
735,72,Wang Innocent,Environmental Specialist,"Cara Therapeutics, Inc.",201-500,Major Pharmaceuticals,www.cara.com,Stone Dotson
628,58,Cole Masey,Information Systems Manager,Celsion Corporation,501-1000,Major Pharmaceuticals,www.celsion.com,Lance Floyd
336,53,Gates Burlingame,Health Coach III,Fiduciary/Claymore MLP Opportunity Fund,201-500,Holdings,www.fiduciary/claymore.com,Mona Mccormick
186,78,Mariejeanne Popplestone,Biostatistician III,QuickLogic Corporation,10000+,Semiconductors,www.quicklogic.com,Audrey Landry
996,60,Andros Gerault,Geological Engineer,Advance Auto Parts Inc,10000+,Other Specialty Stores,www.advance.com,Scott Camacho
878,67,Arline Molloy,Senior Sales Associate,Deere & Company,201-500,Industrial Machinery/Components,www.deere.com,Velma Eaton
600,38,Sasha Ubank,Sales Representative,"Entergy Arkansas, Inc.",10000+,Electric Utilities: Central,www.entergy.com,Colleen Harper
580,22,Milton Luetchford,Account Executive,Principal Healthcare Innovators Index ETF,1001-5000,Holdings,www.principal.com,Fuller Spencer
687,71,Darcy Chopy,Account Executive,CBS Corporation,10000+,Holdings,www.cbs.com,Farrah Mcgee
331,80,Pooh Oglethorpe,Physical Therapy Assistant,Talend S.A.,1001-5000,Computer Software: Prepackaged Software,www.talend.com,Gary Randall
551,43,Xerxes Haughian,Chemical Engineer,"GlassBridge Enterprises, Inc.",1001-5000,Electronic Components,www.glassbridge.com,Fritz Rodgers
146,76,Elsa Oliveti,Financial Analyst,"TC PipeLines, LP",501-1000,Natural Gas Distribution,www.tc.com,Bethany Horne
220,87,Denis Londing,Pharmacist,Vident Core US Equity ETF,501-1000,Holdings,www.vident.com,Lacy Chambers
778,89,Elfie De Blasio,Software Consultant,China XD Plastics Company Limited,1001-5000,Containers/Packaging,www.china.com,Jack Mccarthy
756,59,Buddy Losano,Staff Accountant IV,"Match Group, Inc.",1001-5000,"Computer Software: Programming, Data Processing",www.match.com,Amanda Massey
646,71,Britta Conaboy,Physical Therapy Assistant,"Ulta Beauty, Inc.",201-500,Other Specialty Stores,www.ulta.com,Farrah Mcgee
36,69,Abey Soigoux,Financial Advisor,"AmTrust Financial Services, Inc.",201-500,Property-Casualty Insurers,www.amtrust.com,Jack Francis
834,56,Con Lurriman,Occupational Therapist,FIRST REPUBLIC BANK,201-500,Holdings,www.first.com,Hayley Munoz
721,9,Rachael Ruecastle,Technical Writer,Till Capital Ltd.,201-500,Property-Casualty Insurers,www.till.com,Louis Yates
987,39,Skyler Mower,Cost Accountant,"GenVec, Inc.",501-1000,Major Pharmaceuticals,"www.genvec,.com",Gail William
132,47,Aguste Cummungs,Safety Technician II,Michael Kors Holdings Limited,10000+,Apparel,www.michael.com,Ursa Singleton
609,100,Carolan Reinisch,Administrative Officer,Horizon Technology Finance Corporation,201-500,Holdings,www.horizon.com,Quincy Joyner
728,1,Ingram Jakuszewski,Product Engineer,"Commerce Bancshares, Inc.",10000+,Major Banks,www.commerce.com,Bianca Cardenas
680,21,Truda Dymick,Office Assistant I,"Southern National Bancorp of Virginia, Inc.",201-500,Major Banks,www.southern.com,Vernon Dejesus
216,8,Gerianne Dursley,VP Product Management,United Therapeutics Corporation,501-1000,Major Pharmaceuticals,www.united.com,Dexter Cherry
454,14,Dallon Welband,Human Resources Manager,Eastman Kodak Company,10000+,Holdings,www.eastman.com,Martin Pruitt
490,17,Concordia Titterton,Chemical Engineer,Fortuna Silver Mines Inc.,501-1000,Precious Metals,www.fortuna.com,Melodie Kinney
753,71,Doro Fardo,Software Engineer I,iShares MSCI Emerging Markets Asia Index Fund,1001-5000,Holdings,www.ishares.com,Farrah Mcgee
926,68,Stevana Poulston,Civil Engineer,"Bemis Company, Inc.",10000+,Containers/Packaging,www.bemis.com,Libby Lyons
57,3,Vaughan Gillooly,Cost Accountant,"Match Group, Inc.",201-500,"Computer Software: Programming, Data Processing",www.match.com,Nita Brewer
360,27,Sigmund Bidwell,VP Marketing,"J.C. Penney Company, Inc. Holding Company",201-500,Department/Specialty Retail Stores,www.j.c..com,Catherine Estes
372,96,Aksel Derdes,Social Worker,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,10000+,Holdings,www.powershares.com,Joy Valencia
946,44,Druci Aylett,Software Consultant,Loews Corporation,501-1000,Property-Casualty Insurers,www.loews.com,Lani Solomon
745,100,Talyah Shiers,Sales Representative,Ashford Hospitality Trust Inc,201-500,Holdings,www.ashford.com,Quincy Joyner
826,97,Berna McOwan,Assistant Manager,Superconductor Technologies Inc.,201-500,Radio And Television Broadcasting And Communications Equipment,www.superconductor.com,Neil Garrett
222,82,Stearn Cutriss,Research Nurse,"Halozyme Therapeutics, Inc.",1001-5000,Biotechnology: Biological Products (No Diagnostic Substances),www.halozyme.com,Rudyard Harrison
902,24,Hanny Style,Professor,Mackinac Financial Corporation,201-500,Major Banks,www.mackinac.com,Ava Osborne
380,10,Zack Grey,Director of Sales,"Dollar Tree, Inc.",1001-5000,Department/Specialty Retail Stores,www.dollar.com,Seth Rosario
395,72,Georgena Longmuir,Budget/Accounting Analyst II,First Trust Switzerland AlphaDEX Fund,201-500,Holdings,www.first.com,Stone Dotson
634,58,Burty Minguet,Food Chemist,"Tallgrass Energy Partners, LP",201-500,Natural Gas Distribution,www.tallgrass.com,Lance Floyd
384,95,Chancey Pimblotte,Civil Engineer,Altria Group,501-1000,Farming/Seeds/Milling,www.altria.com,Penelope Bolton
564,93,Vlad Topp,Developer II,Ducommun Incorporated,1001-5000,Military/Government/Technical,www.ducommun.com,Giselle Dejesus
223,18,Doll Loverock,Marketing Manager,The Providence Service Corporation,501-1000,Transportation Services,www.the.com,Porter Conway
20,13,Becky Creany,Marketing Manager,Qualstar Corporation,1001-5000,Electronic Components,www.qualstar.com,Anjolie Murphy
311,40,Amy Uridge,Product Engineer,General Electric Company,501-1000,Consumer Electronics/Appliances,www.general.com,Amal Hodges
